date,Day Type,Holiday,Moon Calendar,School Events,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Season,total_passengers,total_adults,total_children,total_fare,no_of_full_fare_tickets,total_C/P_tickets,total_buses,no_of_trips_offline,no_of_MHL_passengers,no_of_city_ordinary_bus,no_of_metro_express_bus,no_of_pallevelug_bus,no_of_other_bus,no_of_metro_delux_bus,no_of_express_bus
2024-04-22,0,0,14,2,5.253106659874719,37.5127571848995,26.48100932018889,1.0,35705,35104,601,264590,10161,25544,45,376,10743,31,14,0,0,0,0
2024-04-23,1,0,15,2,0.3903305656286175,38.4259833821435,25.52458446615674,1.0,36633,35939,694,232715,8955,27678,47,387,11368,30,17,0,0,0,0
2024-04-24,2,0,16,2,0.0070620996183988,38.70379599832768,24.57902693335353,1.0,32659,31842,817,217605,8679,23980,39,324,9896,30,9,0,0,0,0
2024-04-25,3,0,17,2,0.0094433484715753,39.043873802995165,26.16401888666905,1.0,34444,33921,523,217930,8602,25842,39,341,10248,27,12,0,0,0,0
2024-04-26,4,0,18,2,0.1127896821977501,39.97719561258248,26.681180163569763,1.0,35126,34628,498,230925,9106,26020,40,367,10917,28,12,0,0,0,0
2024-04-27,5,0,19,2,0.6618201849140823,39.46723594985946,26.437966396733373,1.0,31788,31284,504,214360,8402,23386,37,323,10099,28,9,0,0,0,0
2024-04-28,6,0,20,2,0.064180105986207,40.67329612587952,27.4554762477768,1.0,29797,29229,568,216940,8537,21260,47,380,8499,33,14,0,2,0,0
2024-04-29,0,0,21,2,0.0849291562016581,40.02959532100084,27.00165182590388,1.0,35376,34742,634,253220,9975,25401,47,373,10673,33,14,0,0,0,0
2024-04-30,1,0,22,2,0.0064540500811968,40.54227757686186,27.31695590589885,1.0,29112,28520,592,198600,7660,21452,38,340,9631,21,17,0,0,0,0
2024-06-01,5,0,24,2,11.179210187694023,38.39004448968359,27.921747727234106,1.0,33735,33043,692,223035,8292,25443,34,302,9343,27,8,0,0,0,0
2024-06-02,6,0,25,2,8.603197323748647,34.25511516016388,26.068507019170283,1.0,24909,24390,519,206865,7828,17081,33,278,6947,27,6,0,0,0,0
2024-06-03,0,0,26,2,1.80775570056644,33.73517284789631,26.138357384665312,1.0,35477,34837,640,250795,9734,25743,39,317,9661,31,8,0,1,0,0
2024-06-04,1,0,27,2,55.3610714236215,34.27058324318301,26.54263106911975,1.0,29230,28718,512,198825,7800,21430,35,307,9285,26,9,0,1,0,0
2024-06-05,2,0,28,2,46.779644917220914,35.08076448969899,24.729076664293245,2.0,30337,29944,393,214010,8293,22044,35,296,9077,29,6,0,0,0,0
2024-06-06,3,0,0,2,98.00095224020656,33.559101763903016,24.62676894621586,2.0,35914,35300,614,241533,9434,26479,40,357,11299,31,9,0,0,0,0
2024-06-07,4,0,1,2,22.09871629759589,32.43189314506492,25.1246848879033,2.0,36994,36581,413,240955,9337,27653,40,343,10715,33,7,0,0,0,0
2024-06-08,5,0,2,2,22.774323679561306,30.74466977309441,24.58711423856965,2.0,32641,32030,611,224075,8569,24072,38,328,9591,29,9,0,0,0,0
2024-06-09,6,0,3,2,62.3033474246872,31.62905230234236,24.46330185017473,2.0,32994,32325,669,267115,9934,23057,43,365,9261,33,10,0,0,0,0
2024-06-10,0,0,4,0,219.24630492609492,32.03856707190596,24.200555682062543,2.0,33500,32784,716,260020,10051,23449,40,340,9572,31,9,0,0,0,0
2024-06-11,1,0,5,0,97.25228402562256,29.783184039325874,24.234818666820047,2.0,37047,36500,547,259340,10170,26877,43,368,11770,33,10,0,0,0,0
2024-06-12,2,0,6,0,15.490181548764332,32.61817488493341,24.93753817436732,2.0,36458,35899,559,242900,9688,26769,40,351,10873,31,9,0,0,0,0
2024-06-13,3,0,7,0,84.28759387926688,33.53742976023364,24.864622912273774,2.0,42181,41512,669,281425,10872,31309,50,412,12755,36,14,0,0,0,0
2024-06-14,4,0,8,0,58.19129295681599,32.39441525730558,24.979820474308724,2.0,41666,40693,973,265840,10541,31125,52,441,12708,37,15,0,1,0,0
2024-06-15,5,0,9,2,29.852902688569984,32.98154239216285,25.632958684508083,2.0,37464,36830,634,243090,9595,27869,47,395,10989,36,11,0,0,0,0
2024-06-16,6,0,10,2,19.488444820248045,33.218552457651185,25.873135136448127,2.0,35633,34985,648,271615,10405,25228,51,431,9936,37,15,0,0,0,0
2024-06-17,0,2,11,2,24.44045012136142,33.60051298890011,25.821132898911458,2.0,34289,33477,812,267540,10291,23997,47,388,8889,36,11,0,0,0,0
2024-06-18,1,0,12,0,32.58541711686194,33.49051399094378,25.780075839656263,2.0,38631,38094,537,280905,10848,27783,48,403,11809,35,13,0,0,0,0
2024-06-19,2,0,13,0,8.200256680669797,31.6881847721408,26.260754087337773,2.0,37244,36709,535,260500,10233,27011,45,390,11461,34,12,0,0,0,0
2024-06-20,3,0,14,0,8.854587889908709,31.74638316030928,25.995925521987544,2.0,40186,39567,619,256805,10162,30023,47,391,12231,34,13,0,0,0,0
2024-06-21,4,0,15,0,29.4211346409863,32.09972703877315,24.75272510289545,2.0,39130,38736,394,251620,9924,29206,48,393,11664,37,11,0,0,0,0
2024-06-22,5,0,16,2,60.81854080867561,29.82803465642212,24.09057809662385,2.0,34675,34172,503,224375,8863,25812,44,362,10882,33,11,0,0,0,0
2024-06-23,6,0,17,2,59.20742093837187,29.91003020919686,23.964993601553545,2.0,31990,31503,487,222575,8528,23461,44,365,9176,36,8,0,0,0,0
2024-06-24,0,0,18,0,7.654243839238042,31.551124494148382,24.76331620013724,2.0,39539,38680,859,281720,11082,28456,50,429,11626,37,13,0,0,0,0
2024-06-25,1,1,19,0,24.56625226910836,31.36066446906364,24.75798316007723,2.0,37727,37415,312,241080,9547,28180,48,420,11998,34,14,0,0,0,0
2024-06-26,2,0,20,0,81.80762165879526,31.40325076758836,24.62117240900227,2.0,43825,43424,401,262975,10449,33375,49,423,12979,36,13,0,0,0,0
2024-06-27,3,0,21,0,297.33102424398965,27.227619750109284,23.348515068064785,2.0,36105,35402,703,222360,8885,27220,44,373,11254,33,11,0,0,0,0
2024-06-28,4,0,22,0,202.2770655733608,28.189114357466167,23.30134774288564,2.0,39990,39674,316,243453,9534,30456,44,383,12048,33,11,0,0,0,0
2024-06-29,5,0,23,2,89.30845994510601,28.543268303951947,24.124394779599697,2.0,33823,33226,597,225865,8744,25079,42,368,10511,29,13,0,1,0,0
2024-06-30,6,0,24,2,98.59538623620976,28.223346318132656,23.970993879722187,2.0,34031,33548,483,238710,9161,24870,45,371,9761,33,12,0,0,0,0
2024-07-01,0,0,25,0,14.71228877073326,29.456341192845287,23.99737946609838,2.0,40782,39998,784,292515,11206,29576,46,411,11623,33,13,0,0,0,0
2024-07-02,1,0,26,0,5.051702512952249,30.577049778569062,24.750353219480985,2.0,38067,37425,642,248820,9928,28139,44,368,11592,33,11,0,0,0,0
2024-07-03,2,0,27,0,10.759742083612622,29.825125718421816,24.678257727892003,2.0,38589,38222,367,260935,10068,28521,48,392,12121,36,12,0,0,0,0
2024-07-04,3,0,28,0,81.47691344261344,30.6727451595944,24.77701867425378,2.0,40024,39335,689,239685,9302,30722,47,404,12092,36,11,0,1,0,0
2024-07-05,4,0,29,0,24.38850509314481,30.39227336404344,24.57360552713567,2.0,38497,38057,440,244490,9593,28904,47,407,12005,38,9,0,0,0,0
2024-07-06,5,0,0,2,50.81202357841576,29.43503505570419,23.56747782230008,2.0,33897,33388,509,216060,8492,25405,36,342,9808,29,7,0,0,0,0
2024-07-07,6,1,1,2,119.8078886399802,27.91020312356028,23.48112869486028,2.0,36697,36264,433,273585,10196,26501,43,377,10250,32,11,0,0,0,0
2024-07-08,0,0,2,0,87.45946871146282,27.27231052737119,23.507503305413707,2.0,41084,40235,849,296420,11554,29530,45,388,11803,37,8,0,0,0,0
2024-07-09,1,0,3,0,149.06067144002574,27.42236658886884,23.111574232847147,2.0,38099,37808,291,243850,9625,28474,47,394,11850,33,14,0,0,0,0
2024-07-10,2,0,4,0,29.95706370657611,29.45732326139006,22.864779388459283,2.0,38855,38585,270,245615,9614,29241,45,389,11404,33,12,0,0,0,0
2024-07-11,3,0,5,0,16.955045332051142,30.1914668624458,24.659094245486017,2.0,36457,35177,1280,235815,9161,27296,45,386,11345,33,12,0,0,0,0
2024-07-12,4,0,6,0,38.27336044168335,30.15447797676188,24.374176316325418,2.0,36865,36623,242,223065,8824,28041,41,375,11286,32,9,0,0,0,0
2024-07-13,5,0,7,2,98.85986361796816,27.94207113889729,23.534477358154103,2.0,39384,38655,729,262250,10058,29326,47,388,12062,36,11,0,0,0,0
2024-07-14,6,0,8,2,273.11852837177406,25.3645560381035,23.382613249357064,2.0,34880,34237,643,269320,9819,25061,48,424,9676,34,14,0,0,0,0
2024-07-15,0,0,9,0,241.68227754793435,26.664256237320785,23.34751378391951,2.0,43761,42914,847,304270,11413,32348,52,444,12580,36,17,0,0,0,0
2024-07-16,1,1,10,0,170.18579805935835,27.692557276047864,23.35959734263656,2.0,35130,34840,290,222010,8875,26255,44,362,11272,34,10,0,0,0,0
2024-07-17,2,2,11,2,222.5086451583686,27.83774679929411,23.18789495384669,2.0,35404,35069,335,214560,8502,26902,42,360,10331,33,9,0,0,0,0
2024-07-18,3,0,12,0,234.69177173032372,26.63088138878601,23.382686085579905,2.0,35870,35304,566,230240,8959,26911,43,368,11183,34,9,0,1,0,0
2024-07-19,4,0,13,0,511.6063459652854,25.520155614466773,22.9465212377159,2.0,35049,34754,295,214490,8401,26647,41,353,11738,32,9,0,0,0,0
2024-07-20,5,0,14,2,488.60933937212025,24.400969250582705,22.83793530176501,2.0,34219,33687,532,218305,8714,25505,45,378,10646,37,8,0,1,0,0
2024-07-21,6,0,15,2,259.6771519726963,25.860199595349343,22.96363047134037,2.0,31883,31510,373,216990,8219,23664,48,410,9033,34,14,0,0,0,0
2024-07-22,0,0,16,0,121.82091249198189,27.91623731654528,23.058172381572376,2.0,34449,33852,597,245400,9507,24942,49,396,9974,34,15,0,0,0,0
2024-07-23,1,0,17,0,219.50913419981268,26.99801493628973,23.097736422212503,2.0,37531,37234,297,232620,9113,28418,43,355,11845,33,10,0,0,0,0
2024-07-24,2,0,18,0,228.6864743543612,24.829927823670342,22.98687267573217,2.0,39756,39467,289,240500,9343,30413,46,399,11862,35,11,0,1,0,0
2024-07-25,3,0,19,0,304.93787544641623,25.76349731874211,22.593637653784185,2.0,35736,34983,753,209185,8300,27436,47,375,11238,35,12,0,0,0,0
2024-07-26,4,0,20,0,221.47074153837656,25.089030227006106,22.59827298671513,2.0,30201,29980,221,168265,6539,23660,46,307,9716,33,13,0,0,0,0
2024-07-27,5,0,21,2,117.86422460652447,27.561176112187862,23.306643127455686,2.0,36896,36431,465,225930,8799,28097,45,375,11633,33,12,0,0,0,0
2024-07-28,6,0,22,2,38.85598204435533,28.320396396943465,23.32606622164093,2.0,37664,36973,691,271340,10318,27345,47,410,10229,35,12,0,0,0,0
2024-07-29,0,2,23,2,33.19047375126372,29.042086271776213,24.25179447509322,2.0,34710,33768,942,254598,9726,24984,48,390,10099,35,13,0,0,0,0
2024-07-30,1,0,24,0,10.673687829409424,30.52225394726389,24.461303647483646,2.0,43314,42757,557,277680,10779,32535,49,423,13126,36,13,0,0,0,0
2024-07-31,2,0,25,0,90.98372948781773,29.71976687476036,23.855096922587904,2.0,37587,37315,272,237210,9184,28403,49,407,11983,35,14,0,0,0,0
2024-08-01,3,0,26,0,102.59112267365518,28.25560636305068,23.12081881816823,2.0,37511,36944,567,221375,8659,28852,41,363,11675,32,9,0,0,0,0
2024-08-02,4,0,27,0,186.4540896566612,27.79427668000676,23.09588048255887,2.0,42575,42300,275,233350,9232,33343,46,396,12941,35,11,0,0,0,0
2024-08-03,5,0,28,2,37.38212372092927,28.401517274541902,23.07660947973068,2.0,34498,33883,615,206780,7942,26556,43,347,10248,30,13,0,0,0,0
2024-08-04,6,0,0,2,61.101399342333366,28.23914052443763,23.51846852137481,2.0,37672,37206,466,265210,9980,27691,50,424,10796,35,15,0,0,0,0
2024-08-05,0,0,1,0,19.12084300908844,29.69158219669828,23.793129489874616,2.0,46518,45683,835,294650,11282,35235,54,458,13528,37,17,0,0,0,0
2024-08-06,1,0,2,0,106.87105569845367,28.08135997507424,23.18957969984461,2.0,37736,37379,357,219190,8741,28995,45,377,11654,33,12,0,0,0,0
2024-08-07,2,0,3,0,274.33449759936013,25.6989571684677,22.9769231129614,2.0,33587,33305,282,211078,8346,25240,45,392,10986,30,15,0,0,0,0
2024-08-08,3,0,4,0,73.4966908885886,28.36337218506145,22.9863051932602,2.0,37415,36900,515,223930,8643,28772,49,398,11844,33,16,0,0,0,0
2024-08-09,4,0,5,0,5.822244740434829,29.73778844233664,23.945601175245088,2.0,36630,35987,643,220215,8717,27913,47,372,11350,37,11,0,0,0,0
2024-08-10,5,0,6,2,4.746243148487591,29.642028825583225,23.819282967921083,2.0,32011,31597,414,215565,8097,23914,40,352,9814,26,14,0,0,0,0
2024-08-11,6,0,7,2,3.614008339928653,29.70619226250756,23.89894136943093,2.0,33541,32920,621,248445,9474,24067,47,428,10182,27,21,0,0,0,0
2024-08-12,0,0,8,0,7.417202744525204,29.55891859527213,23.80467618081451,2.0,42999,42256,743,288265,11125,31873,48,397,11988,33,15,0,0,0,0
2024-08-13,1,0,9,0,19.738242667720467,30.18691882362299,23.74860766590484,2.0,34708,34365,343,225935,8652,26056,44,353,10990,30,14,0,0,0,0
2024-08-14,2,0,10,0,11.094404598195675,29.76460190837355,23.900308453900152,2.0,40946,40498,448,269160,10336,30607,55,449,12892,36,19,0,0,0,0
2024-08-15,3,2,11,2,16.314134597437825,30.75015618941348,23.911254228751545,2.0,30668,30309,359,210365,8229,22439,44,375,9287,29,15,0,0,0,0
2024-08-16,4,1,12,0,81.35710338328215,30.14098194494221,24.137801341691272,2.0,32584,32171,413,230530,8630,23954,47,390,9612,33,14,0,0,0,0
2024-08-17,5,0,13,2,57.38016414033437,30.19304498835328,23.98341640466026,2.0,37504,36864,640,248995,9668,27836,48,391,11694,34,14,0,0,0,0
2024-08-18,6,0,14,2,60.55488684607723,30.1032759061514,23.79592252370469,2.0,31317,30692,625,241085,9148,22169,43,347,8892,31,12,0,0,0,0
2024-08-19,0,1,15,0,164.19481438636632,29.30170168482244,23.55505548222328,2.0,21722,21163,559,174065,6755,14967,36,226,6207,26,10,0,0,0,0
2024-08-20,1,0,16,0,149.6464290077582,29.879096634381256,23.421768160193835,2.0,29771,28976,795,224105,8528,21243,35,289,9775,23,12,0,0,0,0
2024-08-21,2,0,17,0,60.635812824475614,30.855888258885784,23.709214073998965,2.0,38979,38206,773,261170,10169,28810,46,356,11786,31,15,0,0,0,0
2024-08-22,3,0,18,0,38.34199020070236,29.703851690272984,23.90871219671402,2.0,39837,38917,920,258855,10102,29735,48,381,12659,33,15,0,0,0,0
2024-08-23,4,0,19,0,6.420987089494533,29.16253124570557,23.825689842599274,2.0,31840,31540,300,202545,7848,23991,40,325,10214,28,12,0,0,0,0
2024-08-24,5,0,20,2,148.0200471340494,27.10439270235201,22.82257063217918,2.0,34273,33596,677,206355,8264,26009,36,295,10608,28,8,0,0,0,0
2024-08-25,6,0,21,2,50.56398931792853,27.49919426211494,22.663390744848755,2.0,39932,39271,661,283965,10874,29057,53,426,11742,35,18,0,0,0,1
2024-08-26,0,2,22,2,16.941140866993123,29.60530930588334,23.52856673080192,2.0,38599,37521,1078,243645,9262,29336,50,411,10965,31,19,0,0,0,0
2024-08-27,1,0,23,0,4.86580809837936,29.063712606538843,23.5603272970327,2.0,39917,39486,431,253583,9966,29951,49,404,12508,34,15,0,1,0,0
2024-08-28,2,0,24,0,9.685789575468805,29.38452784141498,23.41962506940962,2.0,39256,38854,402,250945,9797,29459,45,375,12012,33,12,0,0,0,0
2024-08-29,3,0,25,0,33.797728106900344,28.98414845571688,23.27290910123349,2.0,34658,34195,463,222810,8469,26189,45,360,11796,30,15,0,0,0,0
2024-08-30,4,0,26,0,388.4841501246137,26.68191081958668,23.352296247497748,2.0,40879,40577,302,226165,8917,31961,45,378,12440,32,13,0,0,0,0
2024-08-31,5,0,27,2,311.6361071563652,24.814144039821315,22.93151728738337,2.0,31291,30772,519,204825,7943,23348,44,368,10568,26,18,0,0,0,0
2024-09-01,6,0,28,2,1456.2116017203334,23.43264636085996,21.65937700156536,2.0,32038,31741,297,218040,8555,23483,50,404,9523,34,16,0,0,0,0
2024-09-02,0,0,29,0,358.7217362822694,25.33156935434249,22.48798010278466,2.0,33573,33154,419,225535,8609,24964,51,420,10051,31,20,0,0,0,0
2024-09-03,1,0,0,0,48.26351272837354,27.144814518750422,23.4930821899286,2.0,34411,34211,200,209875,8354,26055,45,391,11117,33,13,0,0,0,0
2024-09-04,2,0,1,0,252.8972813760452,26.40475736395905,23.239113083054463,2.0,34585,34404,181,199165,7930,26655,46,362,10920,34,12,0,0,0,0
2024-09-05,3,0,2,0,54.38333789880088,28.711181770916824,23.11306420447505,2.0,35327,34749,578,208385,8087,27240,50,393,11496,32,18,0,0,0,0
2024-09-06,4,0,3,0,104.9039549704584,28.82296893779676,23.393297446741087,2.0,40187,39885,302,230970,8989,31196,47,374,12328,33,14,0,0,0,0
2024-09-07,5,2,4,2,91.81735127961184,27.844347505171527,23.42619396733096,2.0,26652,26235,417,194310,7492,19160,44,309,7552,31,13,0,0,0,0
2024-09-08,6,0,5,2,164.77531801897285,25.78245025453953,23.455760736490163,2.0,27518,27095,423,204195,7587,19931,44,368,7742,32,12,0,0,0,0
2024-09-09,0,0,6,0,347.83991067673776,24.524275340500765,23.337943053163087,2.0,31816,31285,531,216265,8296,23519,40,335,9770,25,16,0,0,0,0
2024-09-10,1,0,7,0,35.13866746302759,28.4035673811631,23.15237252759397,2.0,34257,34027,230,214525,8215,26040,46,333,10890,31,15,0,0,0,0
2024-09-11,2,0,8,0,1.9761072412513552,29.581343632674304,23.26204963545541,2.0,35012,34820,192,218560,8621,26391,44,361,10782,32,12,0,0,0,0
2024-09-12,3,0,9,0,1.0469212380541024,28.834287885276808,23.21659556106607,2.0,40587,40056,531,238080,9196,31391,49,395,12807,33,16,0,0,0,0
2024-09-13,4,0,10,0,1.353900222843739,29.3757716454125,22.919912219079947,2.0,35874,35651,223,220540,8650,27224,47,373,11912,34,13,0,1,0,0
2024-09-14,5,0,11,2,1.8121754397529533,29.393217254277943,22.78927411629764,2.0,36737,36048,689,257360,9744,26993,51,418,11947,32,18,0,1,1,0
2024-09-15,6,0,12,2,2.272087324491436,29.32941316408148,23.019885502100067,3.0,32915,32323,592,249495,9165,23750,46,391,9376,32,13,0,0,1,0
2024-09-16,0,2,13,2,2.305504171831375,28.366956265788247,23.15188653514377,3.0,38226,37432,794,281445,10624,27601,51,443,11169,34,16,0,0,1,0
2024-09-17,1,0,14,0,3.776644396896843,29.537046410373364,22.92335358137012,3.0,32908,32421,487,249740,9506,23402,43,388,9453,29,12,0,0,2,0
2024-09-18,2,0,15,0,2.2046145485925432,29.66175477048336,22.460973657443617,3.0,43949,43255,694,318788,11791,32158,49,448,12661,33,14,0,0,2,0
2024-09-19,3,0,16,0,5.7854844469068265,30.29057175800937,22.42568376960594,3.0,33455,33116,339,220240,8391,25064,44,356,10146,27,15,0,0,2,0
2024-09-20,4,0,17,0,107.6381104267766,30.54539073699777,23.23885106795564,3.0,39958,39708,250,253460,9447,30511,46,389,12149,30,14,0,0,2,0
2024-09-21,5,0,18,2,276.16231674615926,29.915075092037625,22.928545374095563,3.0,34399,33874,525,214435,8343,26056,42,378,10371,25,16,0,0,2,0
2024-09-22,6,0,19,2,42.62654223081256,28.57577672755412,22.95809751961508,3.0,44246,43747,499,311810,11841,32405,54,459,13082,36,16,0,0,2,0
2024-09-23,0,0,20,0,189.65310633684987,29.394945863893724,23.059553877802955,3.0,44167,43453,714,307118,11719,32447,53,442,12972,32,20,0,0,2,0
2024-09-24,1,0,21,0,111.60518576487377,29.26519215313084,23.141516972503386,3.0,45631,45325,306,298620,11400,34231,50,436,14277,33,16,0,0,2,0
2024-09-25,2,0,22,0,153.61278709242475,26.47735921949948,23.43149443467536,3.0,34692,34459,233,242713,9034,25657,45,392,10691,26,17,0,0,2,0
2024-09-26,3,0,23,0,30.6300933634125,28.23911982629511,23.548087778134857,3.0,43181,42774,407,275855,10735,32445,50,405,13054,34,15,0,0,1,0
2024-09-27,4,0,24,0,2.6251027162202387,29.562698351430868,23.585054768154865,3.0,37458,36939,519,237700,9244,28214,46,378,11516,31,13,0,1,2,0
2024-09-28,5,0,25,2,4.5082002132009205,29.57445438865836,23.40123770917637,3.0,40955,40336,619,267590,10269,30685,49,423,12527,30,17,0,0,2,0
2024-09-29,6,0,26,2,16.305720803979444,30.47222833171208,23.4494795126418,3.0,31576,31223,353,237713,8923,22653,45,394,8936,29,14,0,1,2,0
2024-09-30,0,0,27,0,27.049755011249893,30.273606686297683,23.35235897378857,3.0,44813,44212,601,292680,10965,33848,59,501,14057,34,24,0,0,2,0
2024-10-01,1,0,28,0,38.71060589554192,31.004330951798124,23.01887700653657,3.0,41248,40932,316,291860,10934,30314,49,402,12819,30,17,0,0,2,0
2024-10-02,2,2,29,2,54.81320909340899,31.5257746144635,23.546356705323944,3.0,33188,32850,338,236650,8875,24313,45,352,9683,28,15,0,0,2,0
2024-10-03,3,0,0,2,48.42328806912869,31.36502887266039,24.083492981970323,3.0,38124,36981,1143,273900,10472,27652,48,393,11312,30,16,0,0,2,0
2024-10-04,4,0,1,2,11.37675176389446,30.7928566499819,23.9336373947541,3.0,37357,36779,578,277555,10449,26906,41,358,11539,30,9,0,0,2,0
2024-10-05,5,0,2,2,5.404547529480838,30.32009715218101,23.4380807606766,3.0,35249,34257,992,244000,9091,26158,40,333,9654,28,10,0,0,2,0
2024-10-06,6,0,3,2,11.44299548719446,30.618660956609403,23.153138414118985,3.0,40485,39774,711,330690,12001,28484,50,384,10960,33,14,0,0,3,1
2024-10-07,0,0,4,2,24.828391202147696,29.8681703266833,22.798176132853428,3.0,37496,36677,819,299780,11268,26224,52,439,10637,35,13,0,0,4,0
2024-10-08,1,0,5,2,13.151064322478888,29.586605881547484,22.37140552597657,3.0,38901,38335,566,289545,10989,27912,53,451,11608,34,15,0,0,4,0
2024-10-09,2,0,6,2,15.795281504425162,29.12026533136793,22.83808064659576,3.0,35969,35409,560,283540,10619,25349,49,428,10903,32,13,0,0,4,0
2024-10-10,3,3,7,2,43.82413382744588,28.756596904305862,22.34446457570885,3.0,38054,37387,667,297370,11084,26970,50,418,11227,34,13,0,0,4,0
2024-10-11,4,3,8,2,75.38738070586633,28.26239246611777,22.52059441104808,3.0,32481,31956,525,282105,10689,21791,48,431,8965,33,11,0,0,4,0
2024-10-12,5,3,9,2,52.02208941480326,29.04989494919886,22.975965499783968,3.0,23010,22575,435,219480,8165,14845,34,310,5251,24,6,0,0,4,0
2024-10-13,6,3,10,2,12.608561678671617,29.14139114813014,22.86422447607248,3.0,21059,20599,460,220925,8244,12815,25,219,4803,20,3,0,0,2,0
2024-10-14,0,0,11,2,14.554600542801504,29.52402948123705,22.98409065971134,3.0,28641,27967,674,297055,10535,18104,32,290,8368,19,9,0,1,4,1
2024-10-15,1,1,12,0,62.36714081832353,28.855792620946943,22.70614272769848,3.0,41783,40868,915,326275,12480,29303,47,411,12635,32,13,0,0,2,0
2024-10-16,2,0,13,0,71.8881752021591,30.18563089790217,22.530387858350025,3.0,36342,35885,457,293750,11057,25285,48,424,11476,32,14,0,0,4,0
2024-10-17,3,0,14,0,71.31023978923396,28.85139549993465,23.141830129451137,3.0,44249,43543,706,319405,11799,32449,48,432,12701,31,13,0,1,4,0
2024-10-18,4,0,15,0,61.407471142988726,28.866579200848776,23.038317905218378,3.0,40339,39979,360,282081,10684,29655,48,414,11960,33,11,0,0,4,0
2024-10-19,5,0,16,2,45.12463902371522,29.83513143863792,22.40776527652997,3.0,39260,38634,626,271495,10269,28991,48,413,11254,36,9,0,0,4,0
2024-10-20,6,0,17,2,42.152593359054414,28.3878531212452,22.24838848472598,3.0,36589,35992,597,295395,10960,25629,52,467,10450,35,14,0,0,4,0
2024-10-21,0,0,18,1,43.537133705663344,28.8834411282042,21.931040038425067,3.0,43452,42944,508,338335,12726,30722,54,501,12638,36,16,0,1,3,0
2024-10-22,1,0,19,1,40.19544284302142,28.738353170021355,21.566655273763843,3.0,47180,46875,305,325200,12440,34740,50,471,14700,35,12,0,0,4,0
2024-10-23,2,0,20,1,3.033802972487495,29.78477817369037,20.4853865886264,3.0,35807,35414,393,261520,9877,25930,46,427,11408,31,11,0,1,4,0
2024-10-24,3,0,21,1,0.1911090482207789,29.12369232266593,20.41586737552194,3.0,49071,47938,1133,309035,11651,37419,47,428,14209,33,10,0,0,4,0
2024-10-25,4,0,22,1,0.0203309833742296,29.231508818105112,21.34784575911948,3.0,38747,38513,234,267320,10213,28534,42,390,11802,29,9,0,0,4,0
2024-10-26,5,0,23,2,0.0205573491145413,29.443350077727644,19.897518971014502,3.0,35820,35263,557,249940,9376,26444,39,369,10368,26,9,0,0,4,0
2024-10-27,6,0,24,2,0.1380886346573108,29.488975954270074,19.606558482767355,3.0,43239,42736,503,318955,12123,31115,53,464,12202,37,12,0,1,4,0
2024-10-28,0,0,25,1,0.9019900906024269,29.27201659320445,21.07514961397203,3.0,37326,36511,815,289885,10780,26546,46,406,11029,29,13,0,0,4,0
2024-10-29,1,0,26,1,7.932309192228568,29.547140696943075,21.559062883022023,3.0,46778,46491,287,306465,11634,35144,49,449,14562,33,12,0,0,4,0
2024-10-30,2,1,27,1,156.25081829974914,29.051770804468102,22.306316838415285,3.0,33571,33270,301,239155,9106,24465,47,411,10595,30,13,0,0,4,0
2024-10-31,3,2,28,1,28.187877519298503,29.01639046929131,22.016493436574933,3.0,35992,35326,666,261910,10175,25815,45,395,9947,29,12,0,0,4,0
2024-11-01,4,0,0,0,82.834774430677,28.8319694860594,21.96907087933289,3.0,35451,35005,446,368825,9169,26282,42,384,10755,30,10,0,0,2,0
2024-11-02,5,0,1,2,18.83025666026602,29.172739455058263,21.63934267958217,3.0,30541,29888,653,289933,8265,22276,40,343,9039,26,11,0,0,3,0
2024-11-03,6,0,2,2,6.914445655227234,28.13353096254326,21.262937816219846,3.0,39646,39028,618,406872,11345,28301,51,455,11003,34,13,0,0,4,0
2024-11-04,0,0,3,0,4.621398361919995,28.41184493742685,19.748721066353937,3.0,44552,43952,600,510225,13103,31448,52,475,13219,31,17,0,0,4,0
2024-11-05,1,0,4,0,0.2244160552701248,29.12297781140927,19.17907698920624,3.0,44526,44062,464,471293,11504,33022,48,451,13592,30,15,0,0,4,0
2024-11-06,2,0,5,0,0.0159326686457461,29.31269310606609,19.65688339249124,3.0,45261,44632,629,496525,11196,34065,50,435,13829,33,13,0,0,4,0
2024-11-07,3,0,6,0,0.0042782476725733,29.08783951243197,19.24995670187019,3.0,34714,34197,517,323161,9513,25201,45,392,10666,31,10,0,0,4,0
2024-11-08,4,0,7,0,0.0146653351729909,28.855406952105227,19.161158697908206,3.0,35671,35118,553,339640,9346,26324,37,356,10537,26,7,0,0,4,0
2024-11-09,5,0,8,2,0.005576839868562,28.743124131305137,19.53015972861624,3.0,46066,45261,805,460980,12429,33637,52,474,13842,36,12,0,0,4,0
2024-11-10,6,0,9,2,0.0045590896268226,28.967157195882805,19.1640749668353,3.0,34660,34085,575,415845,10398,24262,48,437,9966,30,15,0,0,4,0
2024-11-11,0,2,10,2,0.005143880716929,28.39587207084429,19.254195051447084,3.0,40430,39700,730,381175,11713,28713,48,428,11454,33,11,0,0,4,0
2024-11-12,1,0,11,0,0.5264347194962317,28.49134862653977,20.533944255025062,3.0,45251,44875,376,518080,11176,34075,48,435,14278,31,14,0,1,4,0
